age,gender,screen_time,social_media,gaming,sleep,activity,support,platform,source,target
35,Male,4.4,1.9,2.0,8.4,0.8285714285714285,Unknown,Unknown,df2,0
51,Male,5.7,2.4,2.0,7.7,0.7714285714285715,Unknown,Unknown,df2,0
19,Male,6.1,4.5,0.7,8.3,0.0,Unknown,Unknown,df2,1
33,Female,6.1,3.5,2.0,6.7,0.9285714285714286,Unknown,Unknown,df2,0
73,Female,5.1,1.6,2.6,8.0,0.5142857142857143,Unknown,Unknown,df2,0
28,Female,7.0,4.0,1.1,6.7,0.2714285714285714,Unknown,Unknown,df2,1
40,Female,2.5,1.0,2.8,7.9,1.1142857142857143,Unknown,Unknown,df2,0
18,Male,4.4,4.5,1.4,7.5,0.14285714285714285,Unknown,Unknown,df2,1
39,Male,4.8,4.5,0.9,8.1,0.0,Unknown,Unknown,df2,1
59,Female,4.8,3.1,1.7,7.8,0.37142857142857144,Unknown,Unknown,df2,0
56,Male,6.8,4.5,0.4,6.9,0.0,Unknown,Unknown,df2,1
39,Female,6.2,4.5,0.9,7.7,0.3,Unknown,Unknown,df2,0
32,Male,7.1,4.5,1.5,7.1,0.0,Unknown,Unknown,df2,1
54,Male,5.5,3.7,0.8,7.7,0.31428571428571433,Unknown,Unknown,df2,0
22,Other,7.5,4.5,0.7,7.2,0.0,Unknown,Unknown,df2,1
53,Male,2.6,0.8,2.4,7.5,0.5714285714285714,Unknown,Unknown,df2,0
54,Other,3.7,2.8,1.7,6.9,0.5428571428571428,Unknown,Unknown,df2,0
28,Other,5.4,1.9,2.4,7.4,1.0142857142857142,Unknown,Unknown,df2,0
46,Female,3.8,3.3,1.7,7.2,0.9142857142857144,Unknown,Unknown,df2,0
65,Female,2.5,2.4,2.6,7.1,0.5142857142857143,Unknown,Unknown,df2,0
52,Female,5.5,2.2,2.1,7.7,0.5714285714285714,Unknown,Unknown,df2,0
47,Female,2.2,4.1,1.6,7.4,0.15714285714285717,Unknown,Unknown,df2,0
37,Male,7.2,4.5,1.1,6.2,0.0,Unknown,Unknown,df2,1
29,Male,3.3,2.8,1.5,7.6,0.39999999999999997,Unknown,Unknown,df2,0
47,Female,2.8,2.6,2.2,7.6,0.39999999999999997,Unknown,Unknown,df2,0
39,Male,5.4,1.8,2.3,7.3,0.6857142857142857,Unknown,Unknown,df2,0
31,Male,4.6,4.5,0.5,7.4,0.21428571428571427,Unknown,Unknown,df2,0
47,Male,5.3,3.9,1.5,6.9,0.05714285714285715,Unknown,Unknown,df2,1
61,Female,2.0,0.8,3.0,7.5,1.2142857142857142,Unknown,Unknown,df2,0
69,Female,5.9,3.3,1.6,7.8,0.14285714285714285,Unknown,Unknown,df2,1
16,Male,7.1,4.5,1.1,7.6,0.0,Unknown,Unknown,df2,1
28,Female,4.1,1.3,2.6,7.3,0.6285714285714287,Unknown,Unknown,df2,0
67,Female,5.1,3.0,1.5,7.7,1.2714285714285716,Unknown,Unknown,df2,0
54,Female,4.1,3.4,1.9,7.5,0.6,Unknown,Unknown,df2,0
54,Female,5.4,3.1,1.2,7.2,0.14285714285714285,Unknown,Unknown,df2,1
65,Female,2.4,2.7,1.1,8.3,1.5714285714285714,Unknown,Unknown,df2,0
53,Male,2.6,2.4,2.1,7.2,0.35714285714285715,Unknown,Unknown,df2,0
65,Female,3.1,1.8,2.4,7.8,0.5285714285714286,Unknown,Unknown,df2,0
20,Male,7.2,4.5,1.4,6.2,0.0,Unknown,Unknown,df2,1
20,Female,4.9,4.5,1.1,7.6,0.35714285714285715,Unknown,Unknown,df2,0
17,Other,6.7,4.5,1.3,6.8,0.0,Unknown,Unknown,df2,1
21,Male,6.7,4.5,0.8,7.0,0.07142857142857142,Unknown,Unknown,df2,1
65,Male,9.0,4.5,1.6,6.7,0.0,Unknown,Unknown,df2,1
22,Female,4.4,4.5,0.6,6.4,0.2857142857142857,Unknown,Unknown,df2,1
56,Male,2.9,1.9,1.7,6.8,0.8142857142857143,Unknown,Unknown,df2,0
66,Female,3.6,0.8,2.4,7.9,0.9428571428571428,Unknown,Unknown,df2,0
29,Male,5.4,4.4,0.9,7.4,0.0,Unknown,Unknown,df2,1
61,Male,4.6,4.5,1.5,8.2,0.0,Unknown,Unknown,df2,1
43,Other,6.8,4.5,0.8,6.4,0.24285714285714285,Unknown,Unknown,df2,1
47,Female,2.5,2.1,1.9,8.1,1.0571428571428572,Unknown,Unknown,df2,0
66,Female,4.9,3.1,1.5,7.6,0.39999999999999997,Unknown,Unknown,df2,0
44,Male,4.8,4.5,0.5,8.0,0.014285714285714287,Unknown,Unknown,df2,1
53,Female,6.3,4.5,1.8,7.1,0.17142857142857143,Unknown,Unknown,df2,1
41,Female,6.7,4.0,0.9,7.2,0.2714285714285714,Unknown,Unknown,df2,1
50,Female,1.2,0.7,3.0,7.4,0.7000000000000001,Unknown,Unknown,df2,0
43,Female,5.3,2.6,2.2,7.2,0.7000000000000001,Unknown,Unknown,df2,0
52,Female,5.1,4.5,0.5,7.1,0.14285714285714285,Unknown,Unknown,df2,1
71,Male,7.8,3.7,1.2,6.3,0.2857142857142857,Unknown,Unknown,df2,1
47,Male,6.3,4.4,0.9,7.3,0.0,Unknown,Unknown,df2,1
51,Female,6.0,4.3,1.2,7.7,0.2571428571428572,Unknown,Unknown,df2,0
41,Male,4.2,3.9,1.6,8.1,0.0,Unknown,Unknown,df2,1
69,Female,4.7,1.7,2.8,7.0,0.7857142857142857,Unknown,Unknown,df2,0
47,Male,3.2,1.8,2.6,7.6,1.0714285714285714,Unknown,Unknown,df2,0
18,Female,6.1,4.3,0.8,7.1,0.8285714285714285,Unknown,Unknown,df2,1
36,Female,5.8,4.5,0.9,8.0,0.0,Unknown,Unknown,df2,1
16,Male,7.1,4.5,1.4,8.0,0.0,Unknown,Unknown,df2,1
24,Male,8.7,4.5,0.8,6.3,0.0,Unknown,Unknown,df2,1
19,Male,5.1,4.2,1.1,7.6,0.37142857142857144,Unknown,Unknown,df2,0
73,Female,7.5,3.9,1.2,7.3,0.2857142857142857,Unknown,Unknown,df2,1
24,Female,3.9,4.2,0.5,7.4,0.028571428571428574,Unknown,Unknown,df2,1
47,Male,4.9,4.1,1.1,6.7,0.0,Unknown,Unknown,df2,0
68,Female,1.0,2.6,2.2,8.2,1.4428571428571428,Unknown,Unknown,df2,0
52,Male,3.2,0.5,2.5,8.2,0.8714285714285713,Unknown,Unknown,df2,0
27,Male,8.0,4.3,1.6,6.8,0.37142857142857144,Unknown,Unknown,df2,1
45,Female,5.3,4.0,0.7,7.9,0.4428571428571429,Unknown,Unknown,df2,0
61,Male,6.3,4.5,1.6,7.3,0.0,Unknown,Unknown,df2,1
50,Male,5.1,3.8,1.7,8.1,0.0,Unknown,Unknown,df2,1
59,Male,3.6,0.8,3.1,8.2,0.8142857142857143,Unknown,Unknown,df2,0
38,Male,4.6,3.8,1.7,7.4,0.0,Unknown,Unknown,df2,1
66,Male,4.7,3.4,1.0,7.6,0.19999999999999998,Unknown,Unknown,df2,1
70,Male,3.6,3.0,0.9,7.2,0.24285714285714285,Unknown,Unknown,df2,0
29,Female,4.4,2.2,2.2,6.6,0.3,Unknown,Unknown,df2,0
43,Male,4.5,2.5,1.5,7.6,0.7428571428571429,Unknown,Unknown,df2,0
22,Female,9.7,4.5,1.0,6.1,0.19999999999999998,Unknown,Unknown,df2,1
19,Male,6.3,4.5,0.8,8.3,0.0,Unknown,Unknown,df2,1
43,Male,2.8,1.7,2.1,8.2,0.9,Unknown,Unknown,df2,0
61,Female,4.1,1.0,3.0,7.4,0.6571428571428571,Unknown,Unknown,df2,0
18,Other,6.2,4.5,0.9,8.5,0.1142857142857143,Unknown,Unknown,df2,1
26,Male,6.1,4.5,1.1,6.9,0.19999999999999998,Unknown,Unknown,df2,1
59,Female,6.9,4.5,0.8,7.0,0.0,Unknown,Unknown,df2,1
16,Female,8.9,4.3,0.9,6.7,0.2714285714285714,Unknown,Unknown,df2,1
41,Female,3.0,1.8,1.2,7.6,0.7571428571428571,Unknown,Unknown,df2,0
45,Female,5.6,3.2,1.0,7.2,0.39999999999999997,Unknown,Unknown,df2,0
65,Male,5.0,3.5,1.7,7.6,0.3,Unknown,Unknown,df2,1
65,Male,6.4,2.8,1.2,6.7,0.7142857142857143,Unknown,Unknown,df2,0
50,Female,6.1,4.3,1.0,7.3,0.0,Unknown,Unknown,df2,1
50,Male,8.2,4.4,1.0,6.7,0.07142857142857142,Unknown,Unknown,df2,1
40,Female,2.4,0.5,3.1,7.7,0.9428571428571428,Unknown,Unknown,df2,0
57,Male,7.3,3.6,0.6,6.5,0.3,Unknown,Unknown,df2,1
41,Male,1.0,1.6,2.4,7.4,0.7428571428571429,Unknown,Unknown,df2,0
19,Female,5.2,4.5,0.9,8.4,0.0,Unknown,Unknown,df2,1
34,Male,4.6,2.5,2.8,7.0,0.34285714285714286,Unknown,Unknown,df2,0
25,Female,7.2,4.5,1.9,7.3,0.24285714285714285,Unknown,Unknown,df2,1
24,Female,4.0,3.2,1.9,7.2,0.42857142857142855,Unknown,Unknown,df2,0
54,Female,5.5,4.5,1.4,6.8,0.14285714285714285,Unknown,Unknown,df2,1
52,Female,1.4,1.0,2.6,7.9,0.8857142857142858,Unknown,Unknown,df2,0
20,Female,6.8,4.5,1.1,6.8,0.0,Unknown,Unknown,df2,1
22,Female,8.6,4.5,1.0,7.2,0.21428571428571427,Unknown,Unknown,df2,1
37,Female,4.6,4.5,1.2,7.3,0.0,Unknown,Unknown,df2,1
61,Male,2.6,1.0,2.4,8.3,0.7857142857142857,Unknown,Unknown,df2,0
40,Male,6.1,4.4,0.6,6.6,0.2571428571428572,Unknown,Unknown,df2,1
60,Male,3.8,2.0,1.9,7.7,0.42857142857142855,Unknown,Unknown,df2,1
57,Male,5.2,3.3,1.2,7.5,0.2285714285714286,Unknown,Unknown,df2,0
26,Female,8.8,4.5,0.6,6.5,0.1142857142857143,Unknown,Unknown,df2,1
40,Female,5.9,2.4,2.7,6.9,0.7571428571428571,Unknown,Unknown,df2,0
27,Female,3.4,2.8,2.1,6.8,0.7857142857142857,Unknown,Unknown,df2,0
54,Male,7.7,4.1,1.3,6.3,0.42857142857142855,Unknown,Unknown,df2,1
32,Female,6.6,4.5,1.0,7.1,0.1142857142857143,Unknown,Unknown,df2,1
39,Male,5.2,1.6,2.4,7.7,0.5571428571428572,Unknown,Unknown,df2,0
47,Female,2.6,2.6,2.5,7.6,0.41428571428571426,Unknown,Unknown,df2,0
61,Female,7.0,4.5,1.4,7.1,0.0,Unknown,Unknown,df2,1
54,Male,5.5,4.2,1.5,6.7,0.028571428571428574,Unknown,Unknown,df2,1
74,Male,4.8,2.8,1.8,6.3,0.35714285714285715,Unknown,Unknown,df2,0
57,Male,5.0,0.6,3.2,7.6,0.7000000000000001,Unknown,Unknown,df2,0
26,Female,6.8,4.5,0.7,6.8,0.2571428571428572,Unknown,Unknown,df2,1
58,Female,4.2,2.5,1.4,6.6,0.4428571428571429,Unknown,Unknown,df2,0
50,Female,4.0,2.0,2.2,7.2,0.6,Unknown,Unknown,df2,0
62,Male,4.9,1.9,1.8,7.5,1.3571428571428572,Unknown,Unknown,df2,0
18,Male,6.1,4.5,1.1,7.4,0.21428571428571427,Unknown,Unknown,df2,1
19,Female,4.8,4.3,1.2,7.5,0.5857142857142856,Unknown,Unknown,df2,1
70,Female,5.1,2.1,1.7,7.1,0.4857142857142857,Unknown,Unknown,df2,0
51,Male,5.8,4.5,1.5,7.6,0.0,Unknown,Unknown,df2,1
22,Male,4.0,4.5,1.0,7.5,0.09999999999999999,Unknown,Unknown,df2,1
56,Female,2.7,3.2,2.1,7.2,0.08571428571428572,Unknown,Unknown,df2,0
63,Male,4.4,4.2,0.9,6.9,0.07142857142857142,Unknown,Unknown,df2,1
42,Male,4.5,2.4,2.6,7.5,0.7000000000000001,Unknown,Unknown,df2,0
45,Male,4.6,3.5,0.9,7.8,0.028571428571428574,Unknown,Unknown,df2,1
72,Female,5.5,2.9,1.7,7.6,0.5571428571428572,Unknown,Unknown,df2,0
23,Female,7.5,4.5,1.2,7.1,0.07142857142857142,Unknown,Unknown,df2,1
68,Female,5.8,3.1,1.0,7.6,0.2714285714285714,Unknown,Unknown,df2,1
65,Female,7.8,4.3,0.9,8.2,0.19999999999999998,Unknown,Unknown,df2,1
43,Female,3.9,2.9,2.1,7.7,0.5142857142857143,Unknown,Unknown,df2,0
28,Male,4.9,3.3,1.1,7.4,0.42857142857142855,Unknown,Unknown,df2,0
54,Female,2.7,1.2,3.4,7.9,0.7000000000000001,Unknown,Unknown,df2,0
55,Male,3.3,2.9,1.1,8.0,0.3,Unknown,Unknown,df2,1
36,Female,4.8,3.6,1.6,6.7,0.32857142857142857,Unknown,Unknown,df2,1
25,Male,3.9,4.0,1.1,7.6,0.5,Unknown,Unknown,df2,1
37,Male,4.2,3.2,1.4,8.0,0.35714285714285715,Unknown,Unknown,df2,0
15,Male,7.0,4.5,1.3,8.0,0.39999999999999997,Unknown,Unknown,df2,1
60,Male,5.5,4.1,1.1,7.4,0.2714285714285714,Unknown,Unknown,df2,1
51,Male,7.2,4.5,1.2,6.8,0.0,Unknown,Unknown,df2,1
35,Male,4.8,4.5,1.2,7.4,0.0,Unknown,Unknown,df2,1
40,Other,3.8,4.3,1.4,7.2,0.14285714285714285,Unknown,Unknown,df2,1
60,Male,4.9,3.1,1.9,8.2,0.37142857142857144,Unknown,Unknown,df2,0
50,Female,7.3,2.8,1.3,7.3,0.42857142857142855,Unknown,Unknown,df2,0
68,Female,4.9,2.3,1.8,7.3,0.7571428571428571,Unknown,Unknown,df2,0
37,Other,3.5,3.0,1.1,8.1,0.8285714285714285,Unknown,Unknown,df2,0
71,Female,3.0,1.0,2.3,7.1,0.7571428571428571,Unknown,Unknown,df2,0
15,Female,3.9,4.3,0.5,6.5,0.0,Unknown,Unknown,df2,1
68,Male,7.2,3.7,1.2,7.3,0.4714285714285714,Unknown,Unknown,df2,0
69,Male,4.0,4.5,0.8,8.0,0.14285714285714285,Unknown,Unknown,df2,1
65,Male,2.8,2.5,2.4,7.6,0.7142857142857143,Unknown,Unknown,df2,0
54,Female,5.3,4.5,1.5,7.0,0.0,Unknown,Unknown,df2,1
29,Female,5.9,4.4,1.1,6.8,0.0,Unknown,Unknown,df2,1
35,Male,5.1,2.8,2.1,6.7,0.4714285714285714,Unknown,Unknown,df2,0
61,Male,7.2,3.7,1.2,7.4,0.04285714285714286,Unknown,Unknown,df2,1
23,Female,9.4,4.5,1.6,7.2,0.04285714285714286,Unknown,Unknown,df2,1
67,Male,4.4,1.5,3.0,7.9,0.5857142857142856,Unknown,Unknown,df2,0
23,Female,9.0,4.2,0.7,6.9,0.42857142857142855,Unknown,Unknown,df2,1
24,Female,4.8,4.5,1.4,6.9,0.0,Unknown,Unknown,df2,1
66,Female,3.2,3.2,1.6,7.2,0.05714285714285715,Unknown,Unknown,df2,0
71,Female,4.6,1.2,2.6,7.7,0.8571428571428571,Unknown,Unknown,df2,0
67,Female,2.2,2.3,1.6,7.2,1.1428571428571428,Unknown,Unknown,df2,0
40,Female,3.7,2.8,1.8,7.5,0.6857142857142857,Unknown,Unknown,df2,0
55,Female,3.8,0.9,2.7,7.0,0.7857142857142857,Unknown,Unknown,df2,0
49,Female,6.1,3.5,1.2,6.9,0.5,Unknown,Unknown,df2,0
66,Male,5.0,4.0,0.8,6.8,0.04285714285714286,Unknown,Unknown,df2,1
39,Male,4.7,3.9,2.2,7.4,0.0,Unknown,Unknown,df2,1
40,Male,3.0,3.5,1.2,6.9,1.1,Unknown,Unknown,df2,0
25,Male,5.7,4.5,1.4,6.9,0.0,Unknown,Unknown,df2,1
52,Female,7.0,4.5,1.1,7.6,0.07142857142857142,Unknown,Unknown,df2,1
16,Female,7.1,4.5,1.4,7.6,0.14285714285714285,Unknown,Unknown,df2,1
21,Male,2.9,2.2,1.1,8.0,0.5571428571428572,Unknown,Unknown,df2,0
32,Male,2.3,2.2,2.7,8.4,0.42857142857142855,Unknown,Unknown,df2,1
41,Other,6.7,3.0,1.1,6.5,0.05714285714285715,Unknown,Unknown,df2,1
48,Male,1.0,0.9,2.3,7.8,1.042857142857143,Unknown,Unknown,df2,0
41,Male,2.5,1.6,3.1,7.7,0.5428571428571428,Unknown,Unknown,df2,0
31,Female,3.3,3.0,1.9,8.6,0.7285714285714285,Unknown,Unknown,df2,0
57,Female,4.0,4.4,1.1,7.4,0.1285714285714286,Unknown,Unknown,df2,1
73,Male,6.7,3.5,0.7,7.6,0.37142857142857144,Unknown,Unknown,df2,1
58,Male,6.7,3.3,1.2,8.0,0.21428571428571427,Unknown,Unknown,df2,0
73,Male,5.9,4.1,1.4,7.3,0.0,Unknown,Unknown,df2,1
65,Female,4.5,2.2,2.2,7.2,0.8428571428571429,Unknown,Unknown,df2,0
68,Female,4.4,2.7,1.0,7.2,0.4428571428571429,Unknown,Unknown,df2,0
38,Male,7.7,4.0,1.6,6.1,0.7571428571428571,Unknown,Unknown,df2,0
39,Female,5.5,4.5,0.9,7.1,0.0,Unknown,Unknown,df2,1
21,Female,4.5,4.5,1.6,6.7,0.0,Unknown,Unknown,df2,1
66,Male,4.4,0.5,2.6,7.8,0.7999999999999999,Unknown,Unknown,df2,0
20,Female,7.8,4.5,1.2,6.3,0.14285714285714285,Unknown,Unknown,df2,1
67,Female,4.9,2.8,2.1,7.6,0.35714285714285715,Unknown,Unknown,df2,0
38,Male,2.3,0.7,2.6,8.3,0.6428571428571429,Unknown,Unknown,df2,0
47,Male,3.3,2.7,1.5,8.0,0.4428571428571429,Unknown,Unknown,df2,0
63,Female,4.5,3.6,0.9,7.2,0.34285714285714286,Unknown,Unknown,df2,0
43,Female,7.3,4.5,1.2,7.5,0.0,Unknown,Unknown,df2,1
57,Female,3.0,2.3,1.9,7.6,0.5571428571428572,Unknown,Unknown,df2,0
36,Female,1.8,2.3,2.3,7.6,0.5285714285714286,Unknown,Unknown,df2,0
40,Female,5.5,3.5,1.1,7.1,0.6142857142857142,Unknown,Unknown,df2,0
42,Male,1.0,1.5,2.6,8.1,0.9571428571428572,Unknown,Unknown,df2,0
64,Female,3.5,4.4,1.2,6.8,0.0,Unknown,Unknown,df2,1
35,Male,2.4,0.9,2.5,7.4,0.9571428571428572,Unknown,Unknown,df2,0
63,Male,3.6,1.8,2.9,7.7,1.0571428571428572,Unknown,Unknown,df2,0
21,Female,8.3,4.5,0.8,6.7,0.14285714285714285,Unknown,Unknown,df2,1
31,Female,3.3,4.1,0.4,6.9,0.24285714285714285,Unknown,Unknown,df2,1
34,Male,1.1,0.3,2.6,7.4,0.8571428571428571,Unknown,Unknown,df2,0
55,Female,4.8,3.3,0.8,7.5,0.34285714285714286,Unknown,Unknown,df2,0
63,Male,1.3,0.9,2.8,8.1,0.7571428571428571,Unknown,Unknown,df2,0
34,Male,2.7,1.7,2.2,8.2,0.39999999999999997,Unknown,Unknown,df2,0
68,Male,5.7,4.5,1.5,7.7,0.07142857142857142,Unknown,Unknown,df2,1
36,Female,2.9,3.1,1.5,8.0,0.5,Unknown,Unknown,df2,0
42,Female,4.0,2.2,1.4,6.6,0.6857142857142857,Unknown,Unknown,df2,0
54,Male,5.7,2.8,1.8,7.6,0.5571428571428572,Unknown,Unknown,df2,0
63,Female,5.8,3.4,2.3,7.0,0.8571428571428571,Unknown,Unknown,df2,0
21,Male,7.7,4.5,1.5,6.3,0.2714285714285714,Unknown,Unknown,df2,1
15,Female,6.9,4.5,1.6,7.5,0.0,Unknown,Unknown,df2,1
46,Male,5.3,3.2,2.1,7.4,0.5428571428571428,Unknown,Unknown,df2,0
27,Male,5.5,3.8,1.4,7.8,0.4714285714285714,Unknown,Unknown,df2,0
44,Female,4.0,2.5,1.9,7.2,0.9285714285714286,Unknown,Unknown,df2,0
37,Male,3.6,2.3,2.5,7.5,0.8285714285714285,Unknown,Unknown,df2,0
65,Male,4.6,3.9,1.5,6.6,0.19999999999999998,Unknown,Unknown,df2,1
73,Female,4.9,2.0,1.9,8.4,0.6,Unknown,Unknown,df2,1
70,Other,7.5,4.5,0.9,6.4,0.09999999999999999,Unknown,Unknown,df2,1
33,Male,3.8,1.5,2.5,7.1,0.5857142857142856,Unknown,Unknown,df2,0
46,Male,3.6,4.3,0.4,7.0,0.18571428571428572,Unknown,Unknown,df2,0
44,Male,4.7,4.1,0.8,7.5,0.08571428571428572,Unknown,Unknown,df2,1
43,Female,4.5,3.8,1.2,7.0,0.1142857142857143,Unknown,Unknown,df2,1
63,Male,5.2,2.3,1.5,7.9,0.5714285714285714,Unknown,Unknown,df2,0
59,Female,6.7,4.1,1.0,7.4,0.05714285714285715,Unknown,Unknown,df2,1
43,Other,5.0,3.8,0.6,6.7,0.2285714285714286,Unknown,Unknown,df2,0
44,Male,4.9,4.4,0.5,7.8,0.19999999999999998,Unknown,Unknown,df2,1
30,Male,8.9,4.3,0.2,7.4,0.17142857142857143,Unknown,Unknown,df2,1
54,Male,6.9,3.5,1.7,6.8,0.4714285714285714,Unknown,Unknown,df2,1
33,Male,5.2,2.9,1.2,6.7,0.41428571428571426,Unknown,Unknown,df2,0
32,Female,4.3,4.2,1.9,7.7,0.41428571428571426,Unknown,Unknown,df2,0
15,Male,4.2,4.5,0.9,7.8,0.0,Unknown,Unknown,df2,1
28,Male,4.3,4.2,1.0,7.0,0.1285714285714286,Unknown,Unknown,df2,1
65,Female,2.8,1.0,2.6,8.1,0.5714285714285714,Unknown,Unknown,df2,0
61,Male,6.7,2.5,1.2,6.8,0.9714285714285714,Unknown,Unknown,df2,0
64,Female,3.1,2.1,2.2,8.2,0.5571428571428572,Unknown,Unknown,df2,0
16,Male,7.0,4.5,1.1,6.3,0.0,Unknown,Unknown,df2,1
68,Female,1.9,3.1,1.7,7.4,0.5,Unknown,Unknown,df2,0
42,Female,6.9,4.5,0.9,7.1,0.05714285714285715,Unknown,Unknown,df2,1
63,Female,7.5,4.5,1.1,6.6,0.05714285714285715,Unknown,Unknown,df2,1
64,Female,3.2,2.8,1.2,7.6,0.3,Unknown,Unknown,df2,1
44,Male,3.1,4.5,1.3,7.5,0.2857142857142857,Unknown,Unknown,df2,1
52,Male,2.7,0.8,2.6,7.6,0.9571428571428572,Unknown,Unknown,df2,0
65,Female,8.1,3.3,1.8,6.7,0.32857142857142857,Unknown,Unknown,df2,1
18,Female,5.9,4.5,1.2,6.7,0.0,Unknown,Unknown,df2,1
15,Male,5.3,4.5,1.0,7.4,0.05714285714285715,Unknown,Unknown,df2,1
22,Male,6.6,4.5,1.1,7.1,0.42857142857142855,Unknown,Unknown,df2,1
43,Male,3.5,4.3,1.3,7.0,0.08571428571428572,Unknown,Unknown,df2,1
69,Male,4.7,1.8,2.7,8.0,0.5428571428571428,Unknown,Unknown,df2,0
53,Male,8.7,4.5,1.0,7.0,0.04285714285714286,Unknown,Unknown,df2,1
17,Female,5.6,4.2,1.3,7.7,0.5285714285714286,Unknown,Unknown,df2,1
46,Male,4.3,2.4,2.0,7.0,0.4428571428571429,Unknown,Unknown,df2,0
24,Male,7.9,3.1,2.1,5.9,0.5857142857142856,Unknown,Unknown,df2,1
24,Female,2.9,1.6,2.5,8.5,1.0,Unknown,Unknown,df2,0
33,Female,1.5,0.7,3.2,7.9,0.7142857142857143,Unknown,Unknown,df2,0
60,Female,3.4,2.8,2.1,7.8,0.2857142857142857,Unknown,Unknown,df2,0
48,Female,5.6,4.5,1.2,7.5,0.0,Unknown,Unknown,df2,1
74,Male,6.2,3.4,1.7,7.4,0.42857142857142855,Unknown,Unknown,df2,0
47,Female,2.4,1.5,2.6,7.2,0.7428571428571429,Unknown,Unknown,df2,0
37,Female,6.6,2.5,1.5,6.6,0.4428571428571429,Unknown,Unknown,df2,0
69,Male,3.8,2.7,1.6,7.0,0.32857142857142857,Unknown,Unknown,df2,0
42,Female,8.2,4.5,1.1,7.2,0.0,Unknown,Unknown,df2,1
46,Female,5.4,3.7,1.5,6.8,0.32857142857142857,Unknown,Unknown,df2,1
64,Male,7.1,4.2,1.4,6.3,0.1285714285714286,Unknown,Unknown,df2,1
21,Male,8.8,4.5,0.8,6.5,0.1285714285714286,Unknown,Unknown,df2,1
43,Male,6.9,4.2,0.3,7.0,0.09999999999999999,Unknown,Unknown,df2,1
22,Male,6.1,4.5,0.9,7.2,0.0,Unknown,Unknown,df2,1
15,Male,8.7,4.0,1.3,6.6,0.4714285714285714,Unknown,Unknown,df2,1
71,Female,3.4,3.8,1.2,7.8,0.0,Unknown,Unknown,df2,1
69,Male,5.0,3.8,0.8,8.0,0.2571428571428572,Unknown,Unknown,df2,0
17,Female,4.9,4.4,1.3,7.4,0.5,Unknown,Unknown,df2,0
38,Female,4.5,3.3,1.9,8.0,0.4857142857142857,Unknown,Unknown,df2,0
37,Female,2.5,1.0,2.6,8.0,0.8285714285714285,Unknown,Unknown,df2,0
73,Female,5.2,2.8,2.9,6.9,0.6428571428571429,Unknown,Unknown,df2,0
22,Male,7.9,4.2,0.5,6.6,0.24285714285714285,Unknown,Unknown,df2,1
68,Male,2.7,2.4,1.7,7.2,1.0142857142857142,Unknown,Unknown,df2,0
71,Female,2.8,0.9,2.9,7.6,0.32857142857142857,Unknown,Unknown,df2,0
61,Female,3.5,1.6,2.4,7.4,0.7714285714285715,Unknown,Unknown,df2,0
51,Female,3.0,1.5,2.2,7.9,0.6285714285714287,Unknown,Unknown,df2,0
17,Male,4.9,4.5,0.7,7.3,0.08571428571428572,Unknown,Unknown,df2,1
65,Female,3.5,2.1,1.5,7.7,0.7714285714285715,Unknown,Unknown,df2,0
47,Male,4.6,2.3,2.4,6.8,0.6857142857142857,Unknown,Unknown,df2,0
42,Female,5.8,4.5,1.0,7.4,0.1285714285714286,Unknown,Unknown,df2,1
61,Other,2.7,2.6,2.0,7.4,0.5285714285714286,Unknown,Unknown,df2,0
22,Male,5.6,4.5,0.5,7.1,0.0,Unknown,Unknown,df2,1
48,Female,7.2,4.5,1.6,6.8,0.0,Unknown,Unknown,df2,1
49,Male,4.0,3.0,2.0,8.2,0.5142857142857143,Unknown,Unknown,df2,0
46,Male,4.7,2.4,1.8,6.8,0.5571428571428572,Unknown,Unknown,df2,0
38,Female,4.1,3.0,2.0,7.8,0.4857142857142857,Unknown,Unknown,df2,0
28,Female,5.7,3.9,1.4,7.3,0.41428571428571426,Unknown,Unknown,df2,0
46,Female,5.4,2.8,2.4,6.6,0.5571428571428572,Unknown,Unknown,df2,0
70,Female,7.6,2.4,1.6,6.9,0.6285714285714287,Unknown,Unknown,df2,0
60,Female,5.7,4.3,0.8,6.2,0.21428571428571427,Unknown,Unknown,df2,1
57,Female,5.5,4.4,0.5,8.1,0.09999999999999999,Unknown,Unknown,df2,1
30,Female,2.8,3.3,1.5,7.5,0.39999999999999997,Unknown,Unknown,df2,0
18,Male,8.1,4.5,0.4,7.5,0.14285714285714285,Unknown,Unknown,df2,1
66,Other,6.8,3.3,1.7,7.8,0.39999999999999997,Unknown,Unknown,df2,0
51,Male,6.0,4.3,0.9,6.9,0.18571428571428572,Unknown,Unknown,df2,1
68,Female,4.4,2.0,1.6,7.5,0.9714285714285714,Unknown,Unknown,df2,0
35,Male,7.5,2.8,2.1,7.1,0.6571428571428571,Unknown,Unknown,df2,0
28,Male,5.3,3.6,1.3,8.3,0.31428571428571433,Unknown,Unknown,df2,1
45,Male,3.7,3.7,1.2,7.4,0.18571428571428572,Unknown,Unknown,df2,0
69,Female,3.6,0.7,3.4,7.5,0.5857142857142856,Unknown,Unknown,df2,0
62,Male,1.4,1.7,2.7,7.1,0.4571428571428572,Unknown,Unknown,df2,0
32,Male,3.6,2.3,2.1,7.1,0.8285714285714285,Unknown,Unknown,df2,0
21,Female,5.4,2.3,2.1,7.1,0.5857142857142856,Unknown,Unknown,df2,0
